IDWIIQ,cycles,Capacity,sum_LowLevel,ET,avg_disch,med_disch,avg_Idle,med_Idle,med_CycleTmax,avg_Wday,med_Wday,avg_DisAhNeg,med_DisAhNeg,avg_EndVbatCell,med_EndVbatCell,fast_group,retired
1621,63,750,8,0.16,807.62,840,68.52,67,0,3.63,4,59.53,66.53,1.94,1.97,0,0
1622,97,750,13,0.16,862.27,840,82.19,83,0,3.97,4,65.4,71.73,1.93,1.96,0,0
1623,70,750,1,0.17,895.71,840,97.31,67.5,0,4,4,69.83,76.6,1.91,1.92,0,0
1624,81,750,1,0.16,880,780,92.69,87,0,4.22,4,67.54,73.47,1.92,1.96,0,0
1625,53,750,0,0.13,554.72,420,82.06,64,0,3.15,3,40.58,36.8,1.88,1.89,0,0
1626,91,750,4,0.15,829.45,780,86.82,69,0,3.98,4,59.37,65.73,1.92,1.95,0,0
1627,96,750,1,0.17,891.88,900,77.16,79.5,0,3.98,4,66.22,70.67,1.91,1.95,0,0
1629,68,750,17,0.18,824.12,780,76.22,68,0,3.53,3,63.11,68.8,1.92,1.92,0,0
1630,79,750,5,0.15,877.97,840,94.46,76,0,4.1,4,62.47,67.2,1.92,1.95,0,0
1631,79,750,0,0.16,840.76,780,85.62,76,0,4,4,63.81,65.87,1.92,1.97,0,0
1632,68,750,4,0.15,865.59,810,130.43,91,0,4.19,4,64.93,69.67,1.91,1.95,0,0
1633,87,750,6,0.16,979.31,900,92.85,86,0,4.26,4,67.75,69.73,1.92,1.95,0,0
1634,91,750,0,0.15,840.66,840,92.12,84,0,4.11,4,63.5,70.53,1.9,1.89,0,0
1635,97,750,11,0.18,820.82,780,69.96,64,0,3.69,4,65.31,71.33,1.92,1.96,0,0
1636,79,750,1,0.16,762.53,720,97.61,84,0,3.67,4,58.39,69.33,1.93,1.96,0,0
1637,53,750,15,0.17,886.42,780,115.81,88,0,3.79,4,65.99,69.47,1.91,1.94,0,0
1638,90,750,4,0.16,872,840,89.41,74.5,0,3.84,4,62.24,66,1.92,1.95,0,0
1639,93,750,0,0.17,927.1,900,78.62,63,0,3.88,4,66.51,69.73,1.93,1.97,0,0
1640,92,750,0,0.16,898.7,840,84.1,79.5,0,4.1,4,65.18,68.47,1.93,1.96,0,0
1641,77,750,1,0.16,921.04,900,114.1,80,0,4.34,4,67.48,72.53,1.92,1.96,0,0
1642,90,750,26,0.16,886,840,84.62,70,0,3.97,4,64.72,69.8,1.92,1.96,0,0
1643,42,750,4,0.14,811.43,840,102.57,85.5,0,4.02,4,55.71,65.13,1.93,1.955,0,0
1644,99,750,3,0.17,804.85,720,83.8,65,0,3.66,3,62.98,69.2,1.91,1.93,0,0
1645,118,750,1,0.14,778.47,690,66.37,57,0,3.36,3,48.04,65.4,1.95,1.98,0,0
1646,41,750,2,0.16,859.02,960,118.46,79,0,3.8,4,59.23,72.4,1.94,1.97,0,0
1647,64,750,0,0.17,809.06,840,104.14,77.5,0,3.72,3.5,61.66,71.47,1.92,1.955,0,0
1648,79,750,3,0.16,972.91,960,100.47,83,0,4,4,64.95,69.33,1.93,1.97,0,0
1649,68,750,0,0.18,862.94,780,73.87,60,0,3.5,3.5,61.78,67.33,1.93,1.95,0,0
1650,170,1000,10,0.26,517.06,510,46.72,33,0,2.55,2,65.93,71,1.93,1.95,0,0
1651,85,1000,29,0.25,521.65,540,69.4,38,0,2.62,2,66.29,72.1,1.93,1.95,0,0
1652,153,1000,5,0.24,514.12,540,55.8,35,0,2.73,3,65.84,71,1.93,1.96,0,0
1653,170,1000,8,0.26,519.88,540,48.76,31.5,0,2.56,2,67.22,71.4,1.94,1.96,0,0
1654,163,1000,8,0.26,532.27,540,51.63,33,0,2.64,2,68,72.5,1.93,1.97,0,0
1655,148,1000,67,0.25,542.43,540,53.39,45,0,2.82,3,69.22,73.05,1.92,1.97,0,0
1656,156,1000,4,0.25,518.46,540,60.31,35.5,0,2.68,2,66.01,72.3,1.89,1.94,0,1
1657,154,1000,2,0.25,530.65,540,50.54,33,0,2.72,2,67.48,72.1,1.92,1.955,0,0
1658,187,1000,0,0.25,459.14,420,38.59,27,0,2.4,2,59.5,61.6,1.89,1.97,0,0
1659,150,1000,15,0.25,540,540,57.18,40,0,2.69,3,68.26,74.85,1.94,1.97,0,0
1660,152,1000,17,0.25,530.13,540,59.5,40.5,0,2.75,3,67.82,73.5,1.93,1.96,0,1
1661,189,1000,0,0.24,482.54,480,43.33,27,0,2.49,2,60.46,63.4,1.94,1.97,0,0
1662,151,1000,10,0.25,492.32,480,50.72,34,0,2.65,2,64.9,72,1.92,1.97,0,1
1663,152,1000,9,0.25,513.95,540,47.36,30,0,2.7,3,67.21,74,1.94,1.96,0,0
1664,82,1000,3,0.26,503.41,540,53.52,37.5,0,2.52,3,65.05,72.2,1.91,1.9449999999999998,0,0
1665,39,1000,0,0.22,621.54,600,63.82,53,0,3.56,3,79.29,79.3,1.91,1.95,0,1
1666,125,1000,0,0.23,516,480,51.26,35,0,2.82,3,66.05,69.5,1.92,1.96,0,0
1667,160,1000,2,0.27,564,540,49.49,37.5,0,2.62,3,70.06,75.2,1.91,1.94,0,0
1668,104,1000,0,0.24,594.23,600,66.57,44.5,0,3.27,3,78.62,79.85,1.93,1.96,0,1
1669,181,1000,0,0.25,518.78,540,48.7,34,0,2.64,3,66.14,71.3,1.92,1.97,0,0
1670,146,1000,44,0.27,534.25,540,54.4,40.5,0,2.68,3,72.35,81.2,2.85,2.87,0,0
1671,52,750,0,0.15,886.15,840,116.83,88,0,4.08,4,62.93,69.33,1.92,1.9449999999999998,0,0
1672,93,750,2,0.16,834.84,780,80.14,76,0,3.78,4,62.06,70.53,1.91,1.92,0,0
1673,88,750,2,0.16,874.77,780,95.99,77,0,4.15,4,65.99,70.93,1.92,1.9449999999999998,0,0
1674,141,1000,13,0.27,534.47,540,56.31,43,0,2.67,3,71.55,80,1.92,1.92,0,0
1675,62,750,0,0.16,832.26,720,106.6,77,0,3.53,3.5,58.15,61.27,1.94,1.9649999999999999,0,0
1676,103,750,0,0.16,847.57,780,80.83,77,0,3.86,4,63.29,68,1.9,1.91,0,0
1677,30,1000,0,0.29,674,690,77.53,66,0,3.27,3,93.3,94.55,1.88,1.87,0,0
1678,128,1000,31,0.24,530.62,540,62.98,43,0,2.88,3,69.71,78.9,1.91,1.9049999999999998,0,0
1679,56,1000,0,0.24,443.57,420,83.93,35,0,2.68,2,63.88,69.25,1.91,1.91,0,0
1680,135,1000,10,0.25,521.78,540,58.27,37,0,2.74,3,69.45,76.4,1.92,1.91,0,0
1681,128,1000,15,0.26,513.75,540,55.86,43.5,0,2.72,3,71.07,78.4,1.9,1.91,0,0
1682,90,750,10,0.15,902.67,900,91.07,76.5,0,4.12,4,63.56,70.33,1.93,1.96,0,0
1683,146,1000,6,0.25,539.18,540,55.75,45.5,0,2.78,3,70.4,78.8,1.88,1.89,0,0
1684,137,1000,4,0.24,505.84,540,63.78,34,0,2.77,2,67.66,78.8,1.88,1.9,0,0
1685,81,750,22,0.16,956.3,900,106.63,90,0,4.06,4,65.59,70.93,1.92,1.94,0,0
1686,38,750,0,0.15,847.89,870,100.39,86,0,4.16,4,62.19,73.53,1.93,1.9649999999999999,0,0
1687,88,750,0,0.16,754.09,720,88.89,61,0,3.72,3,60.61,70,1.89,1.9049999999999998,0,0
1688,92,750,1,0.15,795.65,780,87.15,73.5,0,3.91,4,60.02,67.4,1.93,1.97,0,0
1689,93,750,0,0.17,920,840,84.15,73,0,4.05,4,67.33,69.47,1.92,1.95,0,0
1690,102,750,6,0.17,835.29,810,78.65,72,0,3.82,4,63.81,67.87,1.91,1.915,0,0
1691,80,750,10,0.17,915,840,89.28,74.5,0,4.09,4,67.79,70.87,1.93,1.96,0,0
1692,84,750,5,0.15,843.57,810,94.74,82.5,0,4.14,4,60.7,67.53,1.91,1.92,0,0
1693,76,750,1,0.15,950.53,960,115.43,97,0,4.18,4,64.57,68.6,1.93,1.97,0,0
1694,98,750,1,0.16,839.39,840,77.73,69.5,0,3.83,4,60.2,67.2,1.93,1.97,0,0
1695,94,750,1,0.16,984.26,900,84.72,82.5,0,4.01,4,64.13,73.27,1.93,1.97,0,0
1696,86,750,0,0.15,821.16,780,91.6,91,0,3.98,4,58.52,63.93,1.94,1.97,0,0
1697,84,750,30,0.15,854.29,780,84.86,87,0,4.06,4,61.46,68.93,1.93,1.97,0,0
1698,99,750,6,0.17,831.52,780,77.62,72,0,3.66,4,62.77,67.6,1.93,1.96,0,0
1699,79,1000,4,0.27,440.51,420,55.34,29,0,2.28,2,61.16,64.6,1.91,1.91,0,0
1700,81,750,0,0.16,872.59,840,82.1,71,0,3.81,4,62.22,67.73,1.95,1.97,0,0
1701,141,1000,6,0.26,533.19,540,62.77,49,0,2.84,3,72.7,80.1,1.89,1.9,0,0
1702,41,1000,0,0.23,639.51,600,97.8,94,0,3.71,3,86.17,87.2,1.89,1.88,0,0
1703,108,1000,1,0.29,511.11,540,56.94,37,0,2.4,2,68.48,75.9,1.91,1.91,0,0
1704,153,1000,3,0.27,516.47,540,52.84,33,0,2.67,3,70.87,78.8,1.91,1.91,0,0
1705,93,750,0,0.17,867.1,780,74.1,73,0,3.75,4,64.87,72.93,1.91,1.96,0,0
1706,79,750,0,0.16,931.9,900,99.39,78,0,4.15,4,64.43,67.07,1.92,1.94,0,0
1707,61,750,5,0.14,846.89,780,100.66,89,0,4.48,4,62.02,70.67,1.91,1.91,0,0
1708,81,1000,0,0.23,652.59,600,66.69,52,0,3.56,3,80.46,78.6,1.91,1.95,0,0
1709,134,1000,4,0.23,533.73,540,60.64,38,0,2.87,3,67.1,74,1.94,1.9649999999999999,0,1
1710,119,1000,0,0.25,537.98,600,65.49,50,0,2.97,3,73.53,80.4,1.91,1.9,0,0
1711,53,750,8,0.17,806.04,780,104.89,71,0,3.55,3,61.59,65.07,1.91,1.95,0,0
1712,93,750,4,0.16,899.35,900,83.09,71,0,3.81,4,60.56,64.4,1.92,1.93,0,0
1713,162,1000,12,0.28,519.63,540,53.06,35.5,0,2.51,2,71.3,76.2,1.92,1.93,0,0
1714,88,750,4,0.16,921.14,870,93.85,86.5,0,4.07,4,65.77,71.67,1.94,1.97,0,0
1715,81,750,7,0.15,882.96,840,111.93,72,0,3.89,4,58.5,63.07,1.92,1.94,0,0
1716,168,1000,12,0.26,521.79,540,49.67,35,0,2.57,2,66.7,68.95,1.93,1.97,0,0
1717,82,750,11,0.16,889.76,840,115.44,90,0,4.21,4,67.65,70.8,1.91,1.92,0,0
1718,93,750,11,0.16,936.77,900,84.71,72,0,4.03,4,63.82,68.93,1.92,1.96,0,0
1719,115,1000,2,0.26,484.17,480,58.34,30,0,2.32,2,60.95,68.7,1.93,1.97,0,0
1720,72,750,5,0.15,1900.83,900,100.11,96,0,4.49,5,65.88,67.93,1.9,1.88,0,0
1721,93,750,0,0.17,832.9,720,73.94,69,0,3.55,4,60.53,65.73,1.93,1.97,0,0
1722,97,750,1,0.16,783.09,780,85.06,66,0,3.74,4,60.9,67.73,1.92,1.95,0,0
1723,92,750,0,0.16,889.57,840,84.03,70,0,3.97,4,62.51,67.73,1.92,1.94,0,0
1724,74,1000,6,0.21,648.65,630,87.86,61.5,0,3.69,3,79.11,80,1.9,1.96,0,0
1725,168,1000,2,0.26,515.71,480,51.6,34,0,2.63,3,67.8,71.8,1.89,1.96,0,0
1726,141,1000,19,0.25,511.49,540,60.89,36,0,2.72,3,69.03,77.5,1.92,1.93,0,0
1727,107,1000,2,0.23,513.08,540,67.25,48,0,2.95,3,68.18,75.8,1.91,1.9,0,0
1728,104,1000,0,0.24,579.23,600,66.18,46.5,0,3.16,3,76.97,85.75,1.9,1.9,0,0
1729,64,750,0,0.18,777.19,750,55.22,37.5,0,3.16,3,56.48,69.4,1.45,1.84,0,0
1730,144,1000,0,0.26,548.33,600,56.85,41,0,2.81,3,71.64,77.55,1.91,1.91,0,0
1731,78,750,1,0.15,869.23,840,96.63,89.5,0,4.03,4,60.32,67.53,1.94,1.97,0,0
1732,14,750,0,0.15,1058.57,1020,146.93,143.5,0,5.14,5,77.85,78.2,1.92,1.96,0,0
1733,42,750,0,0.17,765.71,720,97.1,69.5,0,3.74,3,63.71,70.2,1.93,1.955,0,0
1734,83,750,0,0.16,884.82,840,90.16,71,0,4.18,4,65.77,68.4,1.92,1.95,0,0
1735,127,750,0,0.13,553.23,480,69.24,32,0,3.06,2,39.33,44.93,1.96,1.98,0,0
1736,35,750,0,0.16,1119.43,1140,112.46,116,0,4.54,5,72.05,76.93,1.93,1.97,0,0
1737,49,750,0,0.46,598.78,600,76.33,31,0,1.96,2,89.91,91.87,2.13,2.12,0,0
1738,86,750,7,0.16,918.14,900,94.27,76,0,3.97,4,64.57,70.33,1.93,1.97,0,0
1739,23,1000,0,0.22,696.52,660,95.52,65,0,4.04,4,90.17,91.2,1.89,1.89,0,0
1740,84,750,5,0.17,804.29,780,89.1,73.5,0,3.86,4,64.84,68.93,1.91,1.935,0,0
1741,150,1000,2,0.26,539.2,540,56.61,42,0,2.79,3,71.93,78.2,1.91,1.91,0,0
1742,72,750,1,0.19,810.83,780,92.38,68,0,3.36,3,65.49,68.4,1.92,1.95,0,0
1743,165,1000,4,0.23,510.91,540,52.25,36,0,2.7,2,62.64,69.4,1.91,1.98,0,0
1744,74,750,5,0.46,570.81,540,51.32,37.5,0,1.88,2,86.72,86,2.12,2.12,0,0
1745,85,750,3,0.16,945.18,960,89.38,70,0,3.87,4,63.42,68,1.93,1.97,0,0
1746,54,750,0,0.17,811.11,780,96.93,75,0,3.61,3,61.1,72.2,1.94,1.97,0,0
1747,79,750,1,0.15,881.01,840,103.23,95,0,4.38,4,65.25,71.73,1.92,1.96,0,0
1748,90,750,0,0.17,866,840,82.2,67,0,3.8,4,65.95,72.07,1.93,1.96,0,0
1749,88,750,2,0.16,882.95,840,91.42,69,0,3.94,4,62.62,68.13,1.9,1.895,0,0
1750,74,750,2,0.15,906.49,900,100.15,84,0,4.49,4,65.44,70.73,1.93,1.97,0,0
1751,130,1000,5,0.26,502.62,480,56.87,31.5,0,2.47,2,63.22,67.7,1.93,1.97,0,0
1752,89,750,3,0.16,921.57,840,89.85,81,0,4.27,4,66.48,67.87,1.93,1.96,0,0
1753,168,1000,3,0.26,523.93,540,57.29,34,0,2.71,3,70.12,73.9,1.93,1.97,0,0
1754,89,750,0,0.14,894.61,900,95.37,88,0,4.19,4,60.56,66.53,1.93,1.97,0,0
1755,83,750,3,0.47,561.69,540,44.57,33,0,1.87,2,86.99,86.93,2.13,2.13,0,0
1756,71,750,10,0.17,825.63,840,83.52,70,0,3.66,3,62.48,71.07,1.94,1.97,0,0
1757,86,750,7,0.16,819.07,780,80.79,76,0,3.85,4,62.9,69.4,1.92,1.93,0,0
1758,85,750,0,0.17,862.59,840,83.67,68,0,3.99,4,66.58,74.53,1.93,1.97,0,0
1759,98,750,3,0.16,791.63,780,84.26,68.5,0,3.66,4,57.38,63.47,1.94,1.97,0,0
1760,37,750,0,0.39,634.05,660,58.78,54,0,2.32,2,90.52,93.47,2.11,2.11,0,0
1761,78,750,13,0.16,837.69,780,87.08,69,0,3.81,4,60.79,67.6,1.93,1.96,0,0
1762,87,750,0,0.17,859.31,840,90.44,75,0,3.98,4,65.77,69.87,1.93,1.97,0,0
1763,106,750,2,0.15,662.26,690,69.05,57.5,0,3.33,3,49.78,64.47,1.95,1.975,0,0
1764,91,750,3,0.43,545.93,540,42.42,27,0,1.93,2,84.06,88.8,2.13,2.13,0,0
1765,183,750,0,0.07,125.57,60,22.55,3,0,1.46,1,9.63,3.07,1.99,1.99,0,0
1766,130,750,6,0.15,561.23,600,60.75,32,0,2.84,2.5,42.96,54.13,1.95,1.98,0,0
1767,66,750,3,0.18,896.36,840,92.85,80,0,3.62,3,65.94,72.07,1.92,1.95,0,0
1768,156,1000,10,0.26,518.08,540,56.9,32.5,0,2.59,2,66.78,72.45,1.91,1.9649999999999999,0,0
1769,152,1000,6,0.24,525.39,540,65.47,49.5,0,2.78,3,67.62,73.8,1.93,1.97,0,0
1770,83,750,0,0.16,794.46,780,78.16,73,0,3.65,3,58.31,63.73,1.93,1.98,0,0
1771,39,750,1,0.17,880,840,96.28,82,0,3.9,4,65.86,70,1.91,1.91,0,0
1772,173,1000,4,0.26,541.04,540,48.38,32,0,2.62,2,68.82,74.2,1.93,1.96,0,0
1878,476,750,49,0.09,71.09,60,6.49,1,0,1.3,1,11.17,8.87,1.98,2,0,0
1879,1362,750,106,0.12,95.11,60,1.92,0,0,1.24,1,15.48,13.87,1.99,2,0,0
1880,838,875,28,0.1,130.02,120,3.25,0,0,1.26,1,12.69,11.2,2.04,2.04,0,0
1882,828,875,62,0.12,141.59,120,2.93,0,0,1.26,1,14.5,12.91,2.01,2.02,0,0
1883,731,875,64,0.11,154.31,120,4.13,0,0,1.31,1,14.82,12.8,2.04,2.05,0,0
1885,1372,875,245,0.13,145.15,120,1.5,0,0,1.19,1,15.3,13.83,2.01,2.01,0,0
1886,1357,875,0,0.11,128.67,120,1.6,0,0,1.2,1,13.65,12.34,2.03,2.03,0,0
1887,422,875,9,0.11,132.23,120,2.42,0,0,1.21,1,13.38,12.23,2.01,2.01,0,0
1889,780,750,127,0.14,108.31,120,5.07,1,0,1.26,1,17.09,13.67,1.95,1.98,0,0
1890,1015,875,0,0.09,106.4,120,2.5,1,0,1.22,1,10.47,9.03,2.02,2.03,0,0
1891,1332,875,0,0.12,132.57,120,1.67,0,0,1.22,1,14.08,12.91,2.01,2.01,0,0
1893,964,875,17,0.1,121.18,120,2.41,0,0,1.26,1,12.37,11.77,2.03,2.03,0,0
1894,162,875,24,0.07,231.11,240,12.02,6,0,1.65,2,11.8,12.29,2.04,2.05,0,0
1896,811,875,247,0.11,136.72,120,2.9,1,0,1.34,1,14.49,13.37,2.04,2.05,0,0
1897,1283,875,0,0.11,129.4,120,1.85,0,0,1.19,1,13.15,11.77,2.02,2.02,0,0
1898,842,875,159,0.11,140.67,120,2.98,0,0,1.28,1,13.49,11.54,2.03,2.03,0,0
1900,1036,875,348,0.11,149.19,120,2.29,0,0,1.22,1,13.9,12.17,2,2,0,0
1901,920,875,19,0.11,139.24,120,2.9,0,0,1.26,1,14.14,12.69,2.02,2.02,0,0
1903,567,875,37,0.12,144.55,120,3.05,0,0,1.28,1,14.75,12.46,2.01,2.02,0,0
1904,1301,875,25,0.11,128.67,120,1.81,0,0,1.2,1,13.23,12.23,2.03,2.03,0,0
1905,640,875,91,0.05,123.38,120,6.49,1,0,1.39,1,6.42,5.49,2.06,2.06,0,0
1906,694,875,1,0.12,245.53,120,3.14,0,0,1.3,1,15.07,12.69,2.03,2.03,0,0
1907,963,875,96,0.11,141.31,120,2.78,0,0,1.25,1,13.68,12.23,2.01,2.02,0,0
1908,568,750,132,0.13,86.62,60,3.54,0,0,1.29,1,16.89,12.67,2.04,2.03,0,0
1909,890,875,35,0.11,137.66,120,3.4,0,0,1.24,1,13.76,12.11,2.03,2.03,0,0
1910,940,875,3,0.11,147.57,120,2.78,0,0,1.25,1,14.27,12.57,2.02,2.02,0,0
1911,980,875,36,0.1,121.65,120,2.08,0,0,1.22,1,12.71,11.54,2.01,2,0,0
1912,1244,875,22,0.12,134.76,120,1.88,0,0,1.22,1,14.19,13.03,2.01,2.01,0,0
1913,1281,750,10,0.13,93.21,60,2.52,0,0,1.25,1,16.35,15.07,1.99,2,0,0
1915,1191,875,42,0.11,135.01,120,1.8,0,0,1.21,1,13.73,12.46,2.02,2.02,0,0
1917,834,875,96,0.09,123.6,120,3.2,0,0,1.26,1,11.77,10.63,2,2,0,0
1918,1212,875,0,0.11,136.98,120,1.89,0,0,1.22,1,13.88,12.57,2.02,2.02,0,0
1919,895,875,7,0.11,136.16,120,2.35,0,0,1.27,1,14.23,12.46,2.01,2.01,0,0
1920,810,875,118,0.12,154.44,120,3.14,0,0,1.3,1,15.76,12.91,2,2.01,0,0
1921,1036,875,11,0.11,135.52,120,2.38,0,0,1.2,1,13.68,12.34,2.01,2.01,0,0
1923,1217,875,8,0.12,141.74,120,1.91,0,0,1.22,1,14.82,13.14,2.02,2.02,0,0
1924,1031,875,64,0.11,137.28,120,1.69,0,0,1.26,1,14.42,12.8,2.02,2.02,0,0
1925,1155,875,14,0.12,142.91,120,2.04,0,0,1.23,1,14.58,13.37,2.02,2.02,0,0
1927,1088,875,17,0.11,132.79,120,2.17,0,0,1.23,1,13.59,12.46,2.01,2.01,0,0
1928,1081,875,0,0.1,121.94,120,2.01,0,0,1.25,1,13.08,12.11,2.03,2.03,0,0
1929,915,875,60,0.11,135.41,120,2.84,0,0,1.24,1,13.26,11.77,2.03,2.03,0,0
1930,790,875,8,0.11,139.75,120,3.57,0,0,1.28,1,13.76,11.77,2.03,2.03,0,0
1932,1010,875,147,0.11,136.57,120,2.49,0,0,1.26,1,13.92,12.46,2.01,2.01,0,0
1933,1182,750,216,0.13,94.06,120,2.39,0,0,1.23,1,15.61,14.53,2.01,2.02,0,0
1934,1023,875,24,0.12,145.28,120,2.81,0,0,1.24,1,14.51,12.23,2.01,2.02,0,0
1935,926,875,34,0.11,135.1,120,1.88,0,0,1.23,1,13.5,11.77,2.02,2.03,0,0
1937,759,750,100,0.14,116.6,120,2.87,1,0,1.33,1,18.44,15.33,1.95,1.96,0,0
1938,633,875,65,0.11,144.27,120,4.71,0,0,1.33,1,14.1,11.66,2.02,2.02,0,0
1940,1347,750,1,0.13,92.07,60,2.07,0,0,1.23,1,15.42,14.13,2,2.02,0,0
1942,1093,875,1,0.12,132.35,120,2.03,0,0,1.23,1,14.35,13.14,2.02,2.02,0,0
1943,570,875,91,0.06,157.16,120,7.35,2,0,1.43,1,9.11,8,2.08,2.07,0,0
1946,574,680,8,0.18,150.31,120,6.09,1,0,1.36,1,23.89,18.97,1.98,1.99,0,0
1950,1033,750,155,0.15,119.42,120,2.81,1,0,1.25,1,18.96,14.93,1.97,1.98,0,0
1951,330,680,20,0.18,153.82,120,5.82,2,0,1.38,1,24.96,21.76,1.98,1.98,0,0
1952,342,875,15,0.16,285.61,300,7.65,5,0,1.62,2,26.23,27.09,2.04,2.05,0,0
1953,1334,875,0,0.11,123.37,120,1.66,0,0,1.2,1,13.2,12.34,2.03,2.03,0,0
